"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","Department","salary","left"
"11122",0.53,0.91,5,181,3,0,0,8,2,"0"
"10746.1",0.84,0.86,3,199,3,0,0,3,3,"0"
"11964.2",0.9,0.48,4,136,7,0,0,3,2,"0"
"3309.2",0.42,0.74,6,218,6,0,0,8,3,"0"
"2878",0.51,0.65,4,269,3,0,0,9,3,"0"
"13872",0.52,0.69,5,208,8,1,0,7,2,"0"
"6865.1",0.23,0.51,6,194,4,1,0,7,3,"0"
"7012",0.99,0.94,3,244,3,0,0,3,1,"0"
"6223",0.78,0.63,5,200,2,0,0,10,2,"0"
"5372.1",0.83,0.57,2,246,5,1,0,1,2,"0"
"10027",0.56,0.75,4,141,3,0,0,8,2,"0"
"6895.1",0.49,0.99,5,262,2,1,0,8,3,"0"
"8881.2",0.8,0.6,3,247,2,0,0,8,3,"0"
"6185.1",0.93,0.7,5,206,4,0,0,1,2,"0"
"11893",0.78,0.62,4,150,3,0,1,4,1,"0"
"3127.3",0.49,0.71,3,196,3,0,0,7,2,"0"
"11118.1",0.45,0.55,4,206,2,0,0,8,2,"0"
"2602.3",0.76,0.8,5,229,2,0,0,5,3,"0"
"7028.2",0.65,0.59,3,167,2,0,0,10,1,"0"
"4358.1",0.58,0.93,5,235,2,0,0,4,2,"0"
"9779.2",0.34,0.46,5,131,3,0,0,5,3,"0"
"11292.3",0.62,0.91,3,251,10,0,0,8,3,"0"
"10839",0.73,0.98,5,272,2,0,0,5,2,"0"
"8117",0.78,0.5,3,167,2,0,0,8,2,"0"
"11525.1",0.81,0.47,4,153,7,0,0,6,2,"0"
"10007.2",0.68,0.51,3,185,3,0,0,5,3,"0"
"5347.2",0.55,0.66,3,164,2,0,0,10,2,"0"
"5774",0.45,0.62,6,129,5,0,0,9,2,"0"
"2500",0.13,0.67,3,181,4,0,0,10,2,"0"
"6737.5",0.98,0.57,3,229,3,0,0,8,2,"0"
"4159.1",0.73,0.71,5,215,6,1,0,10,3,"0"
"4020",0.85,0.39,4,239,4,0,0,9,2,"0"
"2498",0.85,0.78,4,106,2,0,0,10,2,"0"
"13716",0.7,0.68,3,150,3,0,0,9,2,"0"
"7493.2",0.15,0.98,2,96,2,0,0,8,1,"0"
"2874",0.77,0.93,5,182,4,0,0,9,3,"0"
"3602.1",0.72,0.79,4,192,4,0,0,8,2,"0"
"4383",0.57,0.64,2,206,3,0,0,1,2,"0"
"2976",0.95,0.61,3,267,2,0,0,7,2,"0"
"5409.2",0.37,0.67,2,159,2,0,0,6,2,"0"
"13644.2",0.91,0.82,4,238,2,0,0,4,2,"0"
"2603.2",0.93,0.97,4,227,3,0,0,5,3,"0"
"6249",0.89,0.56,4,159,3,0,0,6,3,"0"
"13521.1",0.55,0.4,3,158,3,0,0,2,2,"0"
"4773.3",0.58,0.98,3,146,3,0,0,10,3,"0"
"8343.1",0.93,0.62,3,184,3,0,0,8,3,"0"
"2012.1",0.34,0.39,2,136,3,0,0,8,3,"0"
"7860",0.8,0.58,4,175,2,0,0,7,2,"0"
"13822",0.89,0.86,4,153,3,0,0,1,2,"0"
"11038.2",0.72,0.85,5,237,4,0,0,1,2,"0"
"10941",0.95,0.84,3,270,3,1,1,8,3,"0"
"4622.1",0.34,0.41,2,141,3,0,0,10,3,"0"
"5987.3",0.57,0.7,3,158,3,0,0,2,1,"0"
"11810.1",0.93,0.51,4,110,3,0,0,6,2,"0"
"2944.2",0.68,0.51,4,224,2,0,0,10,2,"0"
"7064.1",0.8,0.52,3,182,2,0,0,10,3,"0"
"13299.2",0.55,0.86,4,169,6,0,0,3,3,"0"
"6143.1",0.49,0.83,4,194,3,0,0,10,3,"0"
"9556.1",0.76,0.55,4,147,3,0,0,8,2,"0"
"4274.1",0.56,0.81,5,274,4,0,0,7,3,"0"
"5604.2",0.52,0.49,3,146,2,1,0,1,3,"0"
"7582.2",0.96,0.55,5,211,2,0,0,8,2,"0"
"3625.2",0.65,0.66,5,239,4,0,0,10,2,"0"
"10297",0.74,0.74,2,254,3,0,0,6,2,"0"
"11654.1",0.65,0.82,5,265,3,0,0,3,2,"0"
"7029.1",0.42,0.74,5,256,6,0,0,4,3,"0"
"9507.2",0.5,0.63,5,167,2,0,0,10,2,"0"
"11327",0.82,0.71,3,150,3,0,0,9,3,"0"
"13922.2",0.76,0.98,2,235,3,0,0,4,1,"0"
"5137.2",0.21,0.6,5,249,4,0,0,8,3,"0"
"2106",0.71,0.57,3,209,2,0,0,10,3,"0"
"11654.2",0.65,0.82,5,265,3,0,0,3,2,"0"
"5067.2",0.5,0.48,3,163,4,0,0,1,2,"0"
"13461.1",0.75,0.84,5,222,3,1,0,3,3,"0"
"8392",0.65,0.79,4,241,4,0,0,3,3,"0"
"8801.1",0.66,0.89,3,202,3,1,0,8,3,"0"
"10800.1",0.78,0.59,5,236,3,0,0,10,1,"0"
"6973.1",0.49,0.66,3,163,3,0,0,8,3,"0"
"8539",0.99,0.55,3,197,2,0,0,3,3,"0"
"2476.3",0.32,0.42,2,99,4,0,0,10,2,"0"
"13610.1",0.84,0.53,3,210,4,1,0,5,3,"0"
"10012",0.87,0.91,3,229,3,1,0,8,3,"0"
"3380.1",0.82,0.54,4,191,3,0,0,8,3,"0"
"2620.1",0.88,0.86,4,224,3,1,0,8,2,"0"
"10321.2",0.63,0.82,5,275,3,1,0,8,3,"0"
"11909",0.67,0.39,2,207,7,0,0,8,3,"0"
"13187.2",0.93,0.61,5,158,3,0,0,4,3,"0"
"9911.1",0.96,0.88,2,193,2,0,0,3,2,"0"
"13527.1",0.66,0.77,4,188,2,0,0,10,2,"0"
"3335.1",0.99,0.96,5,261,3,0,0,9,1,"0"
"14106.1",0.82,0.76,4,266,3,0,1,4,1,"0"
"2888",0.79,0.48,4,184,5,1,0,3,2,"0"
"4059.4",0.84,0.36,6,256,5,0,0,8,2,"0"
"2671.1",0.75,0.73,4,274,2,0,0,7,2,"0"
"3055",0.64,0.42,5,283,5,0,0,5,2,"0"
"8508.2",0.79,0.97,3,271,2,0,0,2,3,"0"
"7498.4",0.99,0.94,5,221,2,0,0,8,3,"0"
"3774.2",0.73,0.73,5,249,3,0,0,10,3,"0"
"3293.2",0.5,0.56,5,185,2,0,0,8,1,"0"
"5065.1",0.45,0.53,3,181,4,1,0,1,2,"0"
"3008",0.95,0.79,4,174,3,0,0,1,2,"0"
"2079",0.69,0.57,5,245,2,1,0,8,2,"0"
"6746",0.73,0.87,3,227,4,0,0,1,2,"0"
"3100.2",0.6,0.56,2,203,4,0,0,10,2,"0"
"4481",0.51,0.86,5,212,2,0,0,9,2,"0"
"13232.2",0.65,0.91,4,224,2,1,0,8,2,"0"
"4301.1",0.69,0.97,5,105,4,0,0,8,2,"0"
"6601.2",0.86,0.95,5,275,2,0,0,10,3,"0"
"8420.1",0.55,0.97,5,125,4,0,0,8,3,"0"
"4778.3",0.63,0.58,4,141,3,1,0,10,3,"0"
"11394",0.33,0.97,5,130,4,0,0,4,1,"0"
"2517.4",0.84,0.87,3,271,3,0,0,5,2,"0"
"5014.1",0.72,0.59,3,255,2,0,0,9,1,"0"
"11136.1",0.56,0.48,5,192,2,1,0,10,3,"0"
"10345.2",0.53,0.61,4,182,3,0,0,10,2,"0"
"6807.1",0.51,0.46,3,176,3,0,0,8,2,"0"
"2052.1",0.73,0.69,4,171,3,0,0,6,3,"0"
"3119.1",0.5,0.77,3,166,3,0,0,3,3,"0"
"2230",0.57,0.78,3,109,3,1,0,8,2,"0"
"12832.2",0.39,0.37,5,156,4,0,0,8,3,"0"
"7433.2",1,0.97,5,141,2,0,0,1,3,"0"
"9679.2",0.78,0.86,3,210,3,0,0,4,3,"0"
"7521.1",0.91,0.74,6,253,2,0,0,10,2,"0"
"2975.1",0.21,0.76,5,239,2,0,0,7,2,"0"
"6908.2",0.69,0.81,5,217,2,0,0,10,3,"0"
"10429.1",0.63,0.95,4,134,3,0,0,9,3,"0"
"13388.3",0.65,1,4,229,4,0,0,6,2,"0"
"5951.1",0.22,0.63,5,284,6,0,0,7,2,"0"
"10317",0.67,0.9,5,171,3,0,0,8,3,"0"
"13162.2",0.93,0.9,4,256,4,0,0,10,2,"0"
"5502.1",0.5,0.74,4,246,3,0,0,4,3,"0"
"4221",0.87,0.78,3,170,2,0,0,8,2,"0"
"11542.1",0.51,0.89,4,233,7,0,0,8,3,"0"
"9598.2",0.41,0.5,6,257,6,1,0,9,2,"0"
"5517.2",0.49,0.74,4,104,4,0,0,8,3,"0"
"8026.2",0.68,0.93,4,179,2,0,0,8,3,"0"
"10224",0.97,0.96,4,250,6,0,0,7,3,"0"
"8885.2",0.5,0.54,5,173,2,0,0,1,3,"0"
"3790.1",0.99,0.62,4,140,2,1,0,9,2,"0"
"3865.1",0.68,0.8,4,186,3,1,0,9,2,"0"
"3388.1",0.89,0.7,4,235,2,1,0,1,1,"0"
"5105.2",0.38,0.5,2,170,3,0,0,6,2,"0"
"8048",0.96,0.94,5,235,3,0,0,2,2,"0"
"3651",0.72,1,3,197,3,0,0,3,3,"0"
"8245.1",0.71,0.73,3,274,3,0,0,5,2,"0"
"13472",0.74,0.6,4,274,10,1,0,4,3,"0"
"8713.1",0.74,0.75,2,137,3,1,0,8,2,"0"
"10699.4",0.88,0.65,5,228,3,0,0,8,3,"0"
"13725.2",0.98,0.49,3,199,10,0,0,10,3,"0"
"13109.1",0.82,0.93,3,247,3,0,0,10,3,"0"
"2993.1",0.86,0.58,4,211,4,0,0,8,3,"0"
"11454",0.74,0.71,3,206,3,0,0,4,1,"0"
"11699.2",0.62,0.73,3,245,4,0,0,3,2,"0"
"4302",0.87,0.93,4,268,2,0,0,8,2,"0"
"13148.1",0.78,0.6,4,143,2,0,1,8,3,"0"
"7024",0.52,0.61,5,162,3,0,0,5,1,"0"
"2250",0.9,0.48,4,204,3,0,0,10,3,"0"
"11634.3",0.77,0.89,4,269,10,0,0,4,1,"0"
"10158.1",0.22,0.61,4,150,6,0,0,4,3,"0"
"9166.2",0.89,0.65,3,210,3,0,0,5,2,"0"
"12850.2",0.74,0.87,5,264,3,0,0,1,1,"0"
"10951.3",0.93,0.9,4,256,4,0,0,10,2,"0"
"13608.1",0.63,0.48,4,180,4,0,0,4,1,"0"
"7916",0.75,0.93,5,210,3,0,0,9,3,"0"
"2891.3",0.73,0.69,4,161,3,0,0,3,2,"0"
"13180.4",0.63,0.91,4,252,3,1,0,9,3,"0"
"11019.1",0.32,0.86,4,214,5,0,0,8,3,"0"
"6552",0.68,0.71,3,237,3,0,0,3,2,"0"
"11785.1",0.72,0.88,3,189,3,1,0,4,1,"0"
"10931",0.8,0.82,4,271,4,0,0,8,2,"0"
"6115.2",0.95,0.7,4,139,3,0,0,5,2,"0"
"7131",0.83,0.82,3,134,3,0,0,1,2,"0"
"4304.1",0.5,0.54,4,165,3,0,0,1,2,"0"
"4798",0.91,0.63,4,226,3,1,0,3,2,"0"
"6231.1",0.56,0.81,3,165,4,0,0,9,2,"0"
"3569",0.96,0.71,4,210,3,0,0,10,3,"0"
"11993.3",0.62,0.85,3,237,3,1,0,3,3,"0"
"5120.2",0.58,0.97,3,186,3,0,1,5,3,"0"
"8733",0.51,0.72,3,148,2,0,0,1,3,"0"
"4811.1",0.78,0.87,4,264,3,0,0,1,3,"0"
"7442.1",0.92,0.77,5,191,2,0,0,10,3,"0"
"11222",0.96,0.48,3,202,6,0,0,10,2,"0"
"9600.1",0.5,0.8,3,234,3,0,0,10,2,"0"
"10453.2",0.76,0.63,3,198,3,0,0,7,2,"0"
"2966.6",0.81,0.67,4,216,3,0,0,3,2,"0"
"6176.3",0.98,0.92,5,221,3,1,0,6,3,"0"
"2358.2",0.75,0.9,5,186,4,0,0,6,2,"0"
"11296",0.53,0.79,3,221,10,1,0,8,3,"0"
"11395.2",0.14,0.79,5,271,4,0,0,4,1,"0"
"10803.1",0.16,0.76,4,223,4,0,0,10,2,"0"
"7171",0.74,0.6,3,232,3,0,0,3,2,"0"
"11205.1",0.94,0.51,3,242,3,0,0,8,3,"0"
"8609",0.67,0.8,4,190,4,0,0,10,3,"0"
"7743.2",0.89,0.79,4,152,3,0,0,2,2,"0"
"14104.2",0.78,0.62,4,150,3,0,1,4,1,"0"
"3533.1",0.58,0.61,4,210,3,0,0,8,3,"0"
"3998.2",0.76,0.79,3,197,5,0,0,1,3,"0"
"6304",0.74,0.92,4,258,3,1,0,10,2,"0"
"4719.1",0.92,0.9,4,249,3,0,0,3,2,"0"
"6970.1",0.54,0.58,3,234,3,0,0,8,3,"0"
"2692.2",0.66,0.48,3,192,3,1,0,8,2,"0"
"10641",0.85,0.66,4,155,4,0,0,2,1,"0"
"8139.1",0.64,0.53,4,133,3,0,0,9,2,"0"
"7018.1",0.52,0.84,4,212,3,0,0,3,3,"0"
"4613",0.48,0.6,2,121,5,0,0,2,2,"0"
"8062.1",0.24,0.91,4,232,2,0,0,9,2,"0"
"2862.1",0.91,0.89,4,144,3,1,0,10,2,"0"
"8806",0.6,0.53,4,228,3,0,0,8,3,"0"
"4941.2",0.99,0.71,4,232,3,0,0,9,3,"0"
"4455.2",0.81,0.61,4,142,4,0,0,8,2,"0"
"7585.1",0.51,0.98,4,269,3,0,0,1,2,"0"
"11221.1",0.51,0.39,5,132,6,1,1,10,2,"0"
"12993.2",0.89,0.88,5,241,2,1,0,8,3,"0"
"7551.1",0.22,0.62,6,142,3,0,0,3,2,"0"
"10858.2",0.6,0.96,4,220,3,1,1,8,3,"0"
"9053.2",0.89,0.65,3,208,2,0,0,9,2,"0"
"12968",0.31,0.51,2,146,3,0,0,7,2,"0"
"3202.1",0.67,0.55,3,217,2,0,0,7,1,"0"
"13726",0.39,0.52,2,102,8,0,0,10,3,"0"
"8241.1",0.76,0.7,5,195,3,0,0,7,2,"0"
"7704.1",0.18,0.79,4,240,5,0,0,7,2,"0"
"7532.3",0.82,0.52,5,233,2,0,0,9,3,"0"
"6893.1",0.5,0.57,3,219,3,0,0,8,3,"0"
"11385.2",0.43,0.38,3,119,2,0,0,8,2,"0"
"4834",0.22,0.88,5,154,5,0,0,8,2,"0"
"4179",0.95,0.67,4,270,4,0,0,9,3,"0"
"2038.1",0.61,0.41,3,138,3,0,0,9,2,"0"
"3587.1",0.84,0.85,4,246,2,0,0,5,2,"0"
"7901",0.56,0.71,5,243,3,0,0,10,3,"0"
"3621.1",0.62,0.68,5,265,3,0,0,2,3,"0"
"8812.1",0.88,0.75,5,152,3,0,0,2,1,"0"
"4285.1",0.41,0.61,3,185,2,1,0,8,3,"0"
"2440.1",0.66,0.58,3,205,3,0,0,7,3,"0"
"2764",0.84,0.99,2,184,2,0,0,8,1,"0"
"5273",0.8,0.76,3,270,2,1,0,5,2,"0"
"8357",0.95,0.43,6,283,2,0,0,10,2,"0"
"7866.2",0.85,0.69,4,216,4,0,0,4,2,"0"
"13677.1",0.55,0.64,3,178,2,0,1,8,2,"0"
"9418.1",0.14,0.89,3,212,6,0,0,1,2,"0"
"4254.1",0.92,0.53,2,261,4,0,0,9,2,"0"
"8734.1",0.74,0.58,3,220,2,0,0,2,1,"0"
"9342",0.57,0.99,3,231,3,0,0,2,2,"0"
"10486.1",0.62,0.79,5,172,3,0,0,1,2,"0"
"4244.1",0.74,0.64,4,147,5,0,0,10,3,"0"
"14211.1",0.5,0.73,4,180,3,0,0,3,2,"0"
"2938",0.91,0.7,4,196,2,0,0,10,2,"0"
"14171",0.85,0.64,5,256,7,0,0,6,2,"0"
"4114",0.64,0.57,5,149,3,1,0,6,3,"0"
"9814.2",0.64,0.94,3,204,2,0,0,10,1,"0"
"9876.3",0.29,0.65,5,110,5,1,0,8,2,"0"
"2216.1",0.89,0.56,3,256,3,0,0,9,3,"0"
"5510.1",0.96,0.93,5,141,2,1,0,8,3,"0"
"3186.3",0.9,0.74,5,249,3,0,0,9,3,"0"
"3248.1",0.67,0.61,3,202,2,0,0,10,3,"0"
"9340.2",0.96,0.76,4,152,3,1,0,1,2,"0"
"9664",0.73,0.52,3,274,2,0,0,10,1,"0"
"5912.1",0.75,0.5,4,155,2,1,0,2,2,"0"
"11397",0.63,0.48,4,180,4,0,0,4,1,"0"
"14002",0.9,0.54,4,172,4,0,0,8,3,"0"
"8930.1",0.72,0.95,3,145,2,0,0,7,2,"0"
"5427.1",0.77,0.89,3,142,3,0,0,5,2,"0"
"3946",0.97,0.53,4,247,3,0,0,9,2,"0"
"3030.3",0.82,0.89,4,237,3,0,0,9,3,"0"
"5263",0.68,0.97,5,207,4,1,0,7,2,"0"
"2255",0.91,0.82,3,183,3,0,0,10,3,"0"
"10311.2",0.9,0.6,3,255,4,1,0,5,2,"0"
"10984.1",0.43,0.51,5,168,4,0,0,6,3,"0"
"11867.2",0.67,0.97,4,196,3,0,0,9,3,"0"
"13624.1",0.5,1,4,258,3,0,0,8,3,"0"
"11864",0.59,0.54,4,176,2,0,0,10,3,"0"
"11574.4",0.24,0.81,6,263,7,0,0,4,1,"0"
"2909.2",0.73,0.75,3,259,4,0,0,5,3,"0"
"3467.1",0.86,0.87,3,205,4,0,0,2,2,"0"
"2307.2",0.8,0.98,2,232,6,1,0,8,2,"0"
"9475.1",0.73,0.99,3,160,3,0,0,8,3,"0"
"11426.1",0.8,0.53,3,217,3,0,0,4,1,"0"
"8204.3",0.8,0.75,4,217,2,0,0,10,2,"0"
"14102.2",0.39,0.75,6,185,3,0,1,4,1,"0"
"7874",0.18,0.73,4,219,5,0,0,8,3,"0"
"4328",0.66,0.84,4,168,2,0,0,9,2,"0"
"3005.1",0.42,0.89,6,188,5,1,0,8,2,"0"
"7994",0.17,0.6,5,144,6,0,0,10,3,"0"
"6485.1",0.23,0.78,4,163,6,0,0,7,3,"0"
"9603.1",0.99,0.68,4,238,3,0,0,3,2,"0"
"11683.1",0.58,0.67,5,133,10,0,0,10,3,"0"
"7490.3",0.49,0.91,3,227,3,0,0,8,3,"0"
"8542.2",0.5,0.84,3,259,2,0,0,6,1,"0"
"3490.2",0.86,0.93,2,260,2,0,0,9,2,"0"
"7124.1",0.68,1,4,185,2,1,0,8,2,"0"
"12889.2",0.52,0.37,2,118,2,0,0,6,1,"0"
"9689.1",0.64,0.92,5,211,2,1,0,3,3,"0"
"12875.3",0.54,0.76,4,244,2,0,0,9,3,"0"
"11679",0.27,0.42,6,173,7,0,0,8,3,"0"
"2675",0.57,0.87,4,171,2,0,0,9,3,"0"
"10306.2",0.13,0.48,3,210,3,0,0,8,1,"0"
"5230.1",0.99,0.99,3,158,2,0,0,10,2,"0"
"8935",0.69,0.72,2,190,2,0,0,10,3,"0"
"2770.2",0.76,0.4,2,122,5,0,0,8,2,"0"
"3353.1",0.94,0.88,4,270,3,0,0,3,3,"0"
"9410.4",0.63,0.98,4,265,3,0,0,8,2,"0"
"4095.2",0.3,0.8,6,250,3,0,0,9,2,"0"
"14163.3",0.71,0.69,4,222,4,0,0,8,3,"0"
"4409",0.57,0.69,4,146,3,0,0,9,2,"0"
"8817.2",0.55,0.92,4,257,2,0,0,10,1,"0"
"11442.3",0.61,0.81,4,134,3,0,0,8,3,"0"
"11517.3",0.71,0.97,5,208,8,1,0,4,3,"0"
"13523.1",0.24,0.63,4,203,5,0,0,10,2,"0"
"11538.3",0.6,0.9,4,260,2,0,0,8,3,"0"
"8533.1",0.85,0.88,3,198,4,1,0,10,3,"0"
"11205.2",0.94,0.51,3,242,3,0,0,8,3,"0"
"13395.1",0.82,0.91,5,271,2,0,1,7,3,"0"
"4932.1",0.51,0.93,5,232,3,0,0,9,3,"0"
"13662.1",0.74,0.63,3,180,3,0,0,4,1,"0"
"13124",0.52,0.57,3,270,3,0,0,7,2,"0"
"3463",0.87,0.74,3,209,3,0,0,1,3,"0"
"9473",0.86,0.86,3,173,3,0,0,5,2,"0"
"5598.4",0.5,0.68,4,274,4,0,0,8,3,"0"
"11777.2",0.76,0.56,3,179,3,1,0,8,2,"0"
"9107.2",0.73,0.77,3,230,2,0,0,8,2,"0"
"7945",0.88,0.66,4,218,4,1,0,5,2,"0"
"7593.2",0.71,0.65,4,239,3,0,0,10,2,"0"
"5950.1",0.48,0.46,2,174,3,0,0,7,2,"0"
"4029.2",0.78,0.72,3,255,4,1,0,4,2,"0"
"10922",0.55,0.98,4,185,2,1,0,5,2,"0"
"7396.1",0.63,0.83,4,243,4,0,0,6,2,"0"
"13972.1",0.32,0.48,4,117,10,0,1,5,3,"0"
"7259.1",0.82,0.9,3,227,3,0,0,5,3,"0"
"8545.2",0.69,0.89,2,202,2,0,0,3,3,"0"
"13135.1",0.56,0.81,4,188,3,1,0,5,2,"0"
"13820.2",0.15,0.75,3,259,8,1,0,5,1,"0"
"7873",0.13,0.52,6,188,3,0,0,8,3,"0"
"13519.1",0.72,0.62,3,243,2,1,0,2,2,"0"
"11722.2",0.98,0.74,4,151,3,0,0,8,3,"0"
"8410.2",0.96,0.92,3,196,4,0,0,8,2,"0"
"2864",0.77,0.67,3,186,2,0,0,10,2,"0"
"13611.1",0.51,0.97,4,258,2,0,0,8,3,"0"
"7535.3",0.72,0.52,3,143,4,1,0,9,2,"0"
"9037.1",0.82,0.37,2,280,3,0,0,1,3,"0"
"13251.1",0.31,0.87,6,240,3,1,0,2,2,"0"
"11993.4",0.62,0.85,3,237,3,1,0,3,3,"0"
"3886",0.92,0.69,4,149,6,1,0,7,3,"0"
"9485.3",0.75,0.49,4,246,3,1,0,8,2,"0"
"6427.3",0.86,0.56,5,141,2,0,0,8,3,"0"
"2879",0.74,0.59,4,155,3,0,0,9,3,"0"
"10362",0.52,0.96,6,166,5,1,0,10,3,"0"
"3736.3",0.7,0.83,5,261,4,0,0,7,1,"0"
"11913",0.91,0.82,2,241,3,0,0,8,3,"0"
"10687",0.62,0.95,4,140,2,0,0,1,2,"0"
"8477.1",0.9,0.5,4,139,2,0,0,1,2,"0"
"5018.2",0.59,0.9,4,261,4,0,0,10,3,"0"
"4510.2",0.55,0.48,3,162,3,0,1,4,1,"0"
"6729.2",0.49,0.51,2,182,3,0,0,8,2,"0"
"7790.1",0.77,0.78,2,271,3,0,0,4,2,"0"
"8664.1",0.44,0.58,4,152,3,0,0,10,2,"0"
"6871",0.49,0.66,3,169,3,0,0,5,3,"0"
"8181",0.7,0.67,5,136,3,0,0,8,3,"0"
"12948.3",0.87,0.93,3,173,2,0,0,9,2,"0"
"9932",0.65,0.79,5,266,3,0,0,5,3,"0"
"11805.2",0.64,0.88,3,252,2,0,0,8,2,"0"
"3551.1",0.85,0.78,5,263,2,1,0,10,2,"0"
"5002.1",0.66,0.71,3,136,3,1,0,10,3,"0"
"11630",0.66,0.65,3,272,10,0,0,3,3,"0"
"9768.1",0.85,0.83,3,226,2,0,0,7,3,"0"
"14092.1",0.92,0.6,3,179,2,0,0,3,2,"0"
"7975.2",0.64,0.99,3,167,2,0,0,10,2,"0"
"8880.2",0.85,0.66,3,234,3,0,0,8,3,"0"
"12807.4",0.55,0.93,5,196,3,0,0,3,3,"0"
"2042.1",0.98,0.91,4,240,3,0,0,10,2,"0"
"13470.1",0.76,0.77,4,169,10,0,0,4,3,"0"
"8622.1",0.59,0.74,5,165,2,0,0,7,3,"0"
"5999",0.61,0.51,6,163,6,0,0,10,2,"0"
"6558",0.8,0.8,3,175,2,0,0,7,3,"0"
"8539.1",0.99,0.55,3,197,2,0,0,3,3,"0"
"7017.1",0.58,0.51,2,100,2,0,0,6,2,"0"
"7213.1",0.66,0.96,4,160,2,0,0,10,3,"0"
"12990",0.92,0.98,3,257,3,0,1,8,3,"0"
"14194",0.73,0.67,2,139,8,0,0,8,3,"0"
"8793.2",0.71,0.87,4,238,3,0,0,8,2,"0"
"7269.1",0.95,0.54,4,255,2,0,0,8,2,"0"
"11703.2",0.87,0.9,3,174,2,0,0,3,2,"0"
"4088.2",0.62,0.75,3,149,2,1,0,10,3,"0"
"7885.1",0.63,0.64,5,189,4,0,0,8,1,"0"
"2027.1",0.56,0.86,4,201,3,1,0,10,3,"0"
"10184.2",0.83,0.91,3,196,4,0,0,2,2,"0"
"3376",0.91,0.85,3,244,3,1,0,8,3,"0"
"9227.2",0.3,0.66,3,198,2,0,0,6,3,"0"
"6786.2",0.64,0.94,3,148,2,0,0,6,3,"0"
"6292",0.59,0.72,2,107,3,0,0,2,3,"0"
"9668.1",0.81,0.98,3,141,3,0,0,9,3,"0"
"5636",0.24,0.79,2,175,5,0,0,3,2,"0"
"7048.1",0.92,0.82,4,207,4,0,0,8,2,"0"
"5440.2",0.66,0.5,4,263,3,0,0,8,1,"0"
"10946.2",0.24,0.42,5,210,5,0,0,1,2,"0"
"8577.1",0.97,0.54,5,185,2,0,0,8,3,"0"
"7997.1",0.73,0.62,3,171,3,0,0,4,3,"0"
"13680.2",0.59,0.62,3,166,2,0,0,8,2,"0"
"9370.2",0.77,0.51,4,141,3,1,0,10,2,"0"
"5531",0.7,0.54,3,198,3,1,1,2,2,"0"
"3222",0.63,0.7,5,182,3,0,0,8,3,"0"
"6339",0.88,0.54,3,235,2,1,0,10,2,"0"
"10686",0.73,0.62,4,247,4,0,0,8,2,"0"
"13257",0.89,0.39,5,218,2,0,0,10,2,"0"
"8683.2",0.33,0.51,2,166,3,0,0,9,3,"0"
"10755",0.7,0.73,4,182,3,0,0,3,3,"0"
"6650.2",0.77,0.5,4,281,2,0,0,8,2,"0"
"8333",0.6,0.57,3,203,2,0,0,8,2,"0"
"8511.2",0.72,0.95,4,230,3,0,0,10,2,"0"
"6836.1",0.8,0.62,3,171,3,0,0,10,2,"0"
"7853.1",0.82,0.48,4,149,6,0,0,6,1,"0"
"10037.1",0.85,0.46,3,123,5,1,0,10,2,"0"
"8952",0.84,0.4,4,246,3,0,0,8,2,"0"
"13973",0.88,0.83,4,273,10,0,0,8,3,"0"
"2746.3",0.58,0.98,5,218,3,0,0,7,2,"0"
"9537",0.28,0.94,6,167,3,1,0,7,2,"0"
"8162.5",0.5,0.46,3,165,3,0,0,7,2,"0"
"9692.1",0.66,0.75,4,235,3,0,0,7,3,"0"
"8882.1",0.99,0.61,3,154,3,0,0,8,3,"0"
"9566",0.94,0.49,4,220,3,0,0,8,2,"0"
"12824.2",0.6,0.6,3,242,3,0,0,10,3,"0"
"10182.2",0.65,0.54,2,177,3,0,0,1,2,"0"
"3939.1",0.67,0.94,4,141,2,1,0,9,2,"0"
"9716.1",0.79,0.98,3,217,3,0,0,8,2,"0"
"4641",0.98,0.56,3,157,2,0,0,4,2,"0"
"11362.1",0.87,0.48,5,242,3,0,0,8,3,"0"
"9785",0.43,0.81,3,102,3,0,0,8,3,"0"
"13492.1",0.96,0.71,3,205,8,1,0,4,3,"0"
"11367",0.76,0.8,5,217,2,0,0,8,3,"0"
"8586",0.85,0.96,5,165,5,0,0,10,3,"0"
"8543.2",0.52,0.76,4,106,2,1,0,6,2,"0"
"4154.2",0.78,0.72,4,219,3,0,0,2,3,"0"
"13827.1",0.87,0.89,4,225,8,0,0,5,2,"0"
"5540",0.73,0.49,4,200,2,1,0,10,2,"0"
"7478.3",0.49,0.6,3,191,3,1,0,7,1,"0"
"6350.2",0.34,0.81,4,116,3,1,0,8,2,"0"
"11313",0.8,0.96,3,161,3,0,0,10,2,"0"
"7541.2",0.5,0.98,5,177,4,0,0,4,3,"0"
"2166.1",0.9,0.92,3,152,3,0,0,1,2,"0"
"4448",0.71,0.92,4,248,3,1,0,8,2,"0"
"10217.1",0.99,0.98,4,259,3,0,0,3,2,"0"
"4865.1",0.91,0.99,3,188,3,1,0,9,3,"0"
"13469",0.76,0.57,5,255,4,0,0,4,3,"0"
"8265.2",0.84,0.74,3,234,3,1,0,8,3,"0"
"9042.1",0.48,0.63,5,129,5,0,0,10,3,"0"
"5832",0.28,0.46,4,260,2,0,0,1,3,"0"
